,kata,sentimen
1571,gojek nyata prihatin atas aksi panas jadi papua papua barat michael kata entitas menghimbau mitra gojek warga tempat waspada hati,0
1572,michael kata ini entitas terus laku kece data karyawan mitra gojek seluruh papua gojek monitor kondisi titik demo pasti mitra ada selamat,0
1573,saat operasional gojek papua henti kata pesan pendek tempo kamis petang agustus,0
1574,gojek henti layan papua gojekindonesia http www transonlinewatch com gojekhentikansementaralayanandipapua,0
1575,gojekindonesia email ke gobiz ga respon an anny fitriyah,0
1576,kok gadibales,0
1577,hai tika kait tanya keluh putar paylater kamu lalu mention gojekindonesia saran kirim email support findaya com informasi detail tanya keluh dapat tindaklanjuti terima kasih yun,0
1578,sekarang kalian integrasi grabid gojekindonesia,0
1579,hi ugi could you inform phone number email and attach a screenshot of the problem through dm thanks yni,0
1580,tarif ojeg online gojekindonesia gojekindonesia ojol pic twitter com rbjwpkco,0
1581,hai kak info walaupun paylater beku kakak tetap laku transaksi gopay tunai sbg informasi tambah kakak laku bayar kena denda hari besar rp mulai tgl ada lunas tks krn,0
1582,grab gojek jumlah aplikator yang memang lama koordinasi kemenhub ahmad yani sebut sosialisasi kena tarif sudah sampai kepada aplikator cyberjek maxim ojol,0
1583,bfl jm green jakarta b ktg dian iramani rsup fatmawati donor utd rs hl cc eventsjkt delta fm dfmjakarta traxfmjkt fmjkt ais jkt betterjkt gojekindonesia pendakijakarta https twitter com bloodlifeid status photo pic twitter com kvgqqkt penuh,0
1584,maksud voucer gimana sudah slsikan misi kok ttp aj gk ad ubah sama sekali pic twitter com fyjrfsehy,0
1585,punya ide masukin iklan chat driver gojekindonesia moga mayat gak terima bumi amin,0
1586,hehehe,0
1587,wkwk mutung,0
1588,wkwjkw ptk,0
1589,hai di informasi nomor tlp email jenis device jenis os lalu dm terima kasih yni,0
1590,akun beku bayar tetap lalu gopay,0
1591,gojekindonesia bantu nomor order via tokped gk gojek instant tuju jl gulat arcamanik driver tdk dateng sdh jam lebih hp nya tdk aktif ganti driver ya sbg kirim,0
1592,gojekindonesia yo u guys keep testing me by giving me promo notification that already fully redeemed,0
1593,gitu coba mana bukti yg turun harga,0
1594,hai cha mohon informasi plat nomor kendara mitra lalu dm kami tindaklanjuti terima kasih yun,0
1595,komplain driver lewat mana,0
1596,halo min saya mau bayar paylater paylaternya gabisa buka gojekindonesia pic twitter com sxxmjxzyb,0
1597,duh kan pegawai bank konspirasi mu sndr dit,0
1598,hai okta waspada hadap tindak tipu mengatasnamakan gojek selalu cek benar info mengatasnamakan gojek customer service info lengkap sila klik link https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks yun,0
1599,akun gabisa dipake ms mb gojekindonesia,0
1600,dear gojekindonesia cara hapus history order gimana history gofoodin makan selingkuh jadi tau ama pacar sendiri tanggung jawab ga lo,0
1601,gojekindonesia mau tanya driver gocar tau gak sen gocar biasa maxi udah kali bilang sen yg biasa padahal pilih yg l,0
1602,mohon tindak lanjut gojekindonesia kasihan sama ibu dari kemarin nang karna hp sebut banyak file penting terimakasih,0
1603,dear gojekindonesia salah satu driver gojek curi hp ibu yang sedang jual nasi uduk jadi kemarin tepat pagi jam daerah cere plat nomor sayang lihat cctv pic twitter com qsrbk,0
1604,gojekindonesia mhn info driver blm ambil order pic twitter com hyzoapvd,0
1605,gojekindonesia gmn cara isi saldo gopay sy coba via atm gagal,0
1606,gojekindonesia tlg cek dong sana gobox di no tlpn gak historynya tp drivernya tlpn mau tracking drivernya mana,0
1607,gojekindonesia halo gojek bagaimana cara recover account hubung nomor sudah ga aktif mohon bantu terima kasih,0
1608,min dengar curhatan teman ku min,0
1609,gojekindonesia aplikasi saya mau order gomassage ga bisabisal login golifenya pic twitter com agkcrpqwgv,0
1610,lord luhut mana aja,0
1611,gojekindonesia driver ga benar muter jlanya jdi tambah jauh siang telepon di tindak pic twitter com ozijhfgwls,0
1612,halo gojekindonesia nomor tadi siang mengatasnamakan gojek telpon nomor ayah dmn blg ayah dpt cashback k mana ayah aja ga install gojek ya nomor tindak lanjut makasih,0
1613,gojekindonesia,0
1614,hai selamat siang admin mau tanya nih kalo misal bayar pay later tanggal nggak,0
1615,gojekindonesia tahu daftar gojek motor harus online datang kantor dekat domisili bekas selatan,0
1616,hai bella yang kami bantu kena layan gojek terima kasih yun,0
1617,dear gojekindonesia dong tindak lanjutin order go food nomer pesan f driver bilang kfc sedang diskon struknya buang makan terima sesuai order pesan cream soup datang kfc soup,0
1618,gojekindonesia cara milih cerita gimana sih apa cuma baca nongol timeline aja kitabutuhgoread,0
1619,mmmmmmpppssh pic twitter com cgwinfane,0
1620,hai yujira lebih lanjut sila kirim email customerservice gojek com guna alamat email yg daftar akun gojek ya terima kasih yun,0
1621,gojekindonesia oknum driver gojek curi hp dagang nasi uduk kawasan cere sayang nopol plat lihat pic twitter com ewtlqbwe,0
1622,dah lah tuh sesuai amal buat bro makanya jangan banyak bully temen u yg awesome banyak dosa sih u,0
1623,enggak hargain dikit emak uda belabelain sibuk nyiapin kaya gak punya emak aja le gofoodindonesia gojekindonesia,0
1624,selamat siang min gojekindonesia mana harus aju banding driver suspend yah krn skrg blm respon lwt apk lwt dsu udah lwt email driversupport gojek com tp semua no respon terima kasih admin,0
1625,gojekindonesia ingin nanya gak ngelaporin driver ngebuang struk makan cara kan ga etis aja gitu ngebuang bukti bayar orang,0
1626,emang napa sik kalo bekelin perkedel kentang gaboleh shooombhoong amaat soal bekel mah soal bentuk perhati bukan dar isi apa kalo mesen makan uda bayar ehhh gada yg merhatiin jugaaaa gojekindonesia,0
1627,logo gojek yang baru gojekindonesia pssleman,0
1628,memang ras nampaknya sebut sebut cina wkwkwk,0
1629,gojekindonesia gojektech gojekjam,0
1630,tlg cek dm skrg,0
1631,gojekindonesia saran dong bikin yg versi web app buat pc bingung bgt wkt hp rusak gin pingin order gofood pas gas kosan abis apes bener laper,0
1632,harga naik turun biasa cm bisa jadi news berita harga naik lebih aduk emosi baca waktu cabai naik tinggi jadi headline semua portal berita waktu turun gk masuk berita news jg ikut prinsip dagang supply demand,0
1633,hai kak eva dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1634,oowh,0
1635,oiyaa lupa kak bentar,0
1636,jangan gembok dong biar adminnya baca,0
1637,kalo beliin buat gojek bs min link biar bs beli sendiri gt,0
1638,cepet dibenerin dong aplikasi nya aing laper gojekindonesia cek dm,0
1639,mas ibenk itu pak de,0
1640,selamat siang gojekindonesia bantu aplikasi gojek hp sering bgt alami kayak gin jadi gak estimasi harga jarak ingin pergi suatu tempat pic twitter com itsttij,0
1641,dong update harga menu nya rb nyata pas bayar jd rb gojekindonesia pic twitter com xikkdud,0
1642,gojekindonesia sudah ingat nomor sebut bagaimana hapus saya dapat login nomor sebut,0
1643,hey bangsat malaysia kalau gojek ngga pantes sana uber ngapain sini bubar aja drivernya semua pindah gojek bubarin uber pindah gojekindonesia https www cnnindonesia com internasional bostaksimalaysiayanghinaindonesiadangojekmintamaaf,0
1644,kalo kamu ken apa gojekindonesia,0
1645,motor ojol gondol maling youtuber janji belikan baru populer gojekindonesia gojekjam gojek ariefmuhammad ojol https www genpi co inspirasi motorojoldigondolmalingyoutuberinijanjibelikanyangbaru,0
1646,jailbreak dulu hp u kalo kata soesilobudi,0
1647,gojekindonesia gopay cashback kok tetap saldo saya pic twitter com apirgtggsl,0
1648,gojekindonesia hai admin mohon open dm hal penting yg mau tanya,0
1649,gojekindonesia bagaimana hapus akun gojek nomor lupa ganti nomor telfon yang baru email masih cantum akun lama saya hapus akun lama saya ingin guna email ters,0
1650,gojekindonesia min mau tanya kalau bayar pakai gopay qr code akun gopaynya udah upgrade,0
1651,gojekindonesia min jelasin maksud voucher kalo misal tarif order rb pakai voucher jd brp yg bayar klo pake gopay pic twitter com vioggdcztn,0
1652,topup gopay gojekindonesia lewat mobile banking jeniusconnect,0
1653,dear gojekindonesia mohon tindaklanjut lapor sy udah order go food dgn no order f sama abang dicompleted makan ngga dianterin saldo potong,0
1654,kalo mw nyampein complain gmn y cara dm gabisa saya kasus driver minta ganti rugi customer garagara akun driver trsebut nak suspend direspon min,0
1655,lah gojekindonesia gojektech lebih improve geolocation query nya tidak susah customer driver,0
1656,yea kinda misleading to call it subscriptions if that s the case then,0
1657,iya banget padahal tarif ojek udah naik drastis trus jg bakal kita kasi tip meski ga seberapasih tp masa enak gt cancel mulu huhu,0
1658,seperti mesti ada fix aplikasi dulu ingat gojekindonesia diri sejak lama masa iya sprti masih miss,0
1659,kalo bom subscribe mungkin bisa ya ga recurring,0
1660,sabar sayang,0
1661,yaa ampun coba cek akhir mana mba lokesyen nya,0
1662,haiii untuk ojol aku sebutin tadi yaa pic twitter com svojd,0
1663,wait there s a new one pic twitter com rmakgavxs,0
1664,gojekindonesia gojektech cari driver nya jgn pakai radius lingkar dong pakai jarak tempuh kasi driver nya mesti puter balik jauh,0
1665,sekarang hpnya udah mati mbak,0
1666,gojekindonesia sy barusan dftar gobiz udh ikut step tinggal tnggu email konfirmasi smpai skrg email blm masuk apkh mmg biasa delay spt,0
1667,gmn neh cara,0
1668,kan order app grabid yang bopong malah gojekindonesia,0
1669,gojekindonesia,0
1670,haloo gojekindonesia malam top up gopay lalu mobile banking bank x notifikasi transaksi top uo gopay sukses smp siang gopay masuk mohon cerah,0
1671,apa tanggung jawab gojek atas jadi gojekindonesia apa asuransi buat gojeker alami musibah https twitter com annisawdya status,0
1672,gojekindonesia bantu,0
1673,min gojekindonesia grabid teman ingin makan saldo tengah gopay tengah ovo terus kata gak dipindahin apa sedih banget liat,0
1674,sen grabid datengnya abang gojekindonesia https twitter com roykiyosi status,0
1675,kalau daftar go ndong kegantengen gojekindonesia,0
1676,mcqueen misqueen,0
1677,mau nanya min gojekindonesia kalo mau angkut kulkas yg tinggi cm pake gobox yg tipe apa,0
1678,gojekindonesia lagi error maintenance gimana pic twitter com movxsfizy,0
1679,gojekindonesia lapor diri bingung dpt vouchers bagi jd k per voucher bukan lgsg k k k,0
1680,gojekindonesia kak saldo gopay tarik ke rekening gak,0
1681,hai sya sila email csgolife gojek com informasi lebih lanjut terima kasih yni,0
1682,gojekindonesia hari hari akhir bayar paylater kenapa paylater tiba hilang,0
1683,gua baru sadar point gua mainin k point hangus bulan,0
1684,golifeindonesia gojekindonesia admin kok susah finding goclean daerah cengkareng udh kali coba belum yg accept,0
1685,gojekindonesia benerin dong kenapa tiap buka app nya lamaaaa bgt terus kl misal udah buka tbtb gabisa pencet tbtb keluar gt pic twitter com tabteeel,0
1686,gojekindonesia,0
1687,ko bisaa,0
1688,thalthuuk,0
1689,oke min makasih info kalo tambah fitur sebut min jadi lebih mudah,0
1690,smh subscription gojekindonesia kemaren ngetes doang apa gimana kok udah ga it s not subscription if it s not recurring bilang voucher promo aja zzz pic twitter com eegqeoczh,0
1691,iya tadi akhir ganti tol sekali uang tip ku pikir sama kaya grab yg total bayar gabung sama tol,0
1692,di informasi alas lalu dm terima kasih yni,0
1693,test,0
1694,hai kak dari findaya partner gojek tangan paylater info limit paylater beri tentu tiap bulan tidak laku turun kami mulai naik limit paylater langgan pilih tks krn,0
1695,gojekindonesia knp akun blokir padahal belum pernah pake saya mau pake gmn mohon tanggap terima kasih,0
1696,mau daftar gofood aja susah gojekindonesia,0
1697,hi gojekindonesia set limit buat paylater gak default nya kan rb kl mau kurang tambah bisa gak thank you,0
1698,dasar koceng barbar v,0
1699,hai kak puput dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1700,gojekindonesia min saya jakarta mau belikan barang seseorg bal posisi toko bal bagaimn cara kira harga barang belanja lewat goshop utk bayar via gopay nnti nyata harga barang lebih mahal beli,0
1701,insentif driver kaltim gojekindonesia turun kan yah paksa pindah ke grabid dulu,0
1702,gojekindonesia mau bikin akun baru pakai email lama gimana nomor ganti,0
1703,he he he royalti kalo beneran buat,0
1704,hai kak adisty dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1705,gojekindonesia,0
1706,emang kalo dibuatinnya perkedel kentang sih kaya hina banget padahal apa buat ibu is the best gojekindonesia,0
1707,gojekindonesia menu paylater kok mnghilang,0
1708,gojekindonesia hi gojek paylater kok gak guna,0
1709,hai di informasi nomor tlp email lalu dm terima kasih yni,0
1710,gojekindonesia kak min mau beli voucher ga terus bantu yak terimakasih pic twitter com mzvxnmdfg,0
1711,gue baca nama lu anjeng dong duh maaf,0
1712,gojekindonesia udh hari upload foto ktp bom upgrade jadi akun premium lama proses,0
1713,dear gojekindonesia drivernya yg niat kerja non aktif sy kesel n kecewa udah kali order tolok sm driver nya nya krn makan yg sy order lokasi terlalu jauh apes nya sy akun gojek sy disuspen krn sering nge cancel,0
1714,ko gitu sihh mon maap gojekindonesia iklan ko gitu yaa kasi dong emak aku kalau udh masak trs anak ngmng gitu ntaar kutuk jadi naget,0
1715,gojekindonesia https twitter com kitabisacom status,0
1716,gojekindonesia min topup kmrn bom masuk nihh dari bank bca penting gin malah ga masuk dah,0
1717,coba cek pake http internet tri com bima,0
1718,adminya picek gak punya jari kali diem diem bae,0
1719,gojekindonesia ya,0
1720,soal sampe skrng masalah,0
1721,min cepat atas,0
1722,naikin aja semua rakyatindonesiasetrong,0
1723,fix ue jln kantor,0
1724,aku mau tabung sampe token ga gojekindonesia pic twitter com pzieqnms,0
1725,gojekindonesia min kasih promo gocar dong udah tahun tahun pake gojek gapernah dapet promo gocar,0
1726,semangaddddd smg duitnyaa balikk,0
1727,punya history order nya kak di dm,0
1728,,0
1729,jasa free tag gojekindonesia baca qaqa,0
1730,hai kak rio dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1731,jatohnya top up amal ibadah kayak dur,0
1732,mungkin halu salah masukin nomor telfon mas,0
1733,daerah kota mana lapor satgas gojek kota tempat di tangan lebih cepat,0
1734,itb kokbisa nginap pohotelsemarang mau tourdeciak koitheindonesia empat gelas paragonmall semarang order pake gofood empat kali ada promo gojekindonesia po hotel semarang at po hotel semarang https www facebook com posts,0
1735,itb kokbisa nginap pohotelsmg mau tourdeciak koicafeindo empat gelas paragonmall semarang order pake gofood empat kali ada promo gojekindonesia po hotel semarang https www instagram com p bkmipjx igshid gqisaumj,0
1736,indomielovers gojekindonesia grabid sprite id telkomsel indosatcare myxl indomaret alfamart,0
1737,hai kak dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1738,gojekindonesia min hadeu,0
1739,gojekindonesia,0
1740,gojekindonesia,0
1741,hai kak aulia dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1742,mungkin thread nggak gubris pihak gojekindonesia grabid ojol laennya aku harap yang baca thread untuk selalu jaga lingkung yah mungkin cara kalo belanja pake kantong eco bag selalu bawa dal motor biar lupa,0
1743,kok gak kecuali org yg dimention,0
1744,eh gojekindonesia udah follow kamu sih,0
1745,kalo akun lock mana baca,0
1746,gojekindonesia min kok fitur paylater nya hilang yaa mau bayar tagih paylater nya jd ga bsa nih,0
1747,gojekindonesia merchant yg sama item yg sama beda harga yg jauh sekali harga di gojekindonesia lebih mahal vs grabid pic twitter com axzqyx,0
1748,standar kok mau tp beda pulau kira kira gojek g gojekindonesia,0
1749,gojekindonesia,0
1750,gojekindonesia,0
1751,hai sila email support findaya com informasi lebih lanjut terima kasih yni,0
1752,hai kak dik dari findaya partner gojek tangan paylater akan beri informasi lalu dm sila follow lebih agar akses dm buka tks krn,0
1753,kemarin waktu buru naik goride kok tiba bayar nya jadi pakai paylater padahal saldo gopay banyak jadi muncul biaya lebih besar masa dr pakai nya wkwkwkw gojekindonesia pic twitter com mxwkeaswsj,0
1754,bales twit dong dr kmrn ga dijwb,0
1755,aju partner go food street food pas gimana nih gojekindonesia kurang hari genap bulan lho,0
1756,hai kak dari findaya partner gojek tangan paylater info beri gratis biaya bulan paylater pakai pd bulan pertama kpd langgan pilih sudah tdpt transaksi paylater pd bulan agustus kakak kena biaya bulan tks krn,0
1757,gojekindonesia min bales dong udh x jam cb ga masuk pic twitter com opkpgagx,0
1758,ntar harga beras ikut an naek,0
1759,gojekindonesia sudah dm kait komplain saya aju mohon cek,0
1760,hai sarah di informasi nomor tlp email detail kronologi lalu dm terima kasih yni,0
1761,padahal bikin susah gak peka ni gojekindonesia https twitter com maulanagituri status,0
1762,pesan gofood makan anter kok status delivered harus ngasih bintang berapa nih min gojekindonesia drivernya mana pake gopay,0
1763,gojekindonesia baru aja top up gopay saldo udah kurang status dalam proses top up masuk gimana nuy,0
1764,hai kak dhamar dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1765,gojekindonesia aktifin fitur dm dong min problem nih,0
1766,hai kak dari findaya partner gojek tangan paylater mohon maaf atas tsb laku kece sila informasi nomor telepon email lalu dm tks krn,0
1767,stb sg partners gojekindonesia to drive tourism to singapore http ow ly szprhm,0
1768,hai waspada hadap tindak tipu mengatasnamakan gojek selalu cek benar info mengatasnamakan gojek customer service info lengkap sila klik link https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks yun,0
1769,mana mau belanja online pagi buta,0
1770,hati kawan sama modus minta saldo gopay ladenin aja chat nya baik terus cancel email gojekindonesia kalau fake order belum ss chat save nope laku kalau laden mereka cancel reason yg rugi driver pic twitter com qqblxfry,0
1771,sekarang udah tren semua harga naik kapan tren harga turun,0
1772,gojekindonesia kasi jelas laah udah email udah laporin via app ga tanggap,0
1773,hai di informasi nomor lapor lalu dm terima kasih yni,0
1774,kan gak nyampe sana gojek,0
1775,hai fitria laku kece sila informasi nomor telepon email lalu dm terima kasih yun,0
1776,gojekindonesia cek dm yaaaa kakakak,0
1777,mau go jek biar promonya,0
1778,samasama zeyeng,0
1779,dear gojekindonesia gw dicancel terus sm mitra golife kelen gw difreeze accountnya,0
1780,halo gojekindonesia nggak kalian kalo misal dapet lapor customer jangan langsung main suspend drivermu jgn cm denger dr pihak doang telp driver yg sangkut trs klarifikasi dl kan jgn anggap customermu maha benar drivermu maha salah,0
1781,gak gojek kak wkwk kan sana biasa jasa delivery nya,0
1782,gojekindonesia min kemaren topup bank bca ga masuk sih sampe skrg,0
1783,dm kirim yaaa,0
1784,gojekindonesia dapet telp nomer tsb pilih hadiah jt dlm bentuk gopay maupun cash gak lama masuk kode otp pic twitter com dpuvngpht,0
1785,gojekindonesia min mau bayar paylater tb ga bs dbuka gin knp pic twitter com cykyjhswe,0
1786,engga lah g malah,0
1787,hai eno laku kece sila informasi nomor order anda keluh lalu dm terima kasih yun,0
1788,apa koneksi km h wkwk,0
1789,kan di bilangin bayarrr,0
1790,salah perkedel kentang apa ceuu udah sukur bisa dibekelin sama emak emak pada rajin ngebekelin anak nya bener bener nih jan ampe emak gua baca iklan gojekindonesia,0
1791,hi gk bs dm krn gojekindonesia findagaindo follow dulu,0
1792,ga bisaa,0
1793,parah banget mana miskin,0
1794,halo gojekindonesia pesan gobluebird bisa dobel yah guna ngaku taksi sama tuju beda di aplikasi drivet nama yang catat,0
1795,parah banget nii gojekindonesia bikin slogan kaya gin ga gin lah buat banyakin order,0
1796,parah bgt emang marketingnya kalau begini ngerasa rugiin banget padahal perdana nyoba beli paket gojek tau nya zonk,0
1797,ngga open dm min,0
1798,hai di informasi nomor tlp email detail kronologi lalu dm terima kasih yni,0
1799,keluh mitra ga pernah tanggap rating anjlok makanya punya mitra perhatiin apa yg jadi masalah tanggap gojekindonesia gojektech gojekjam gojek pic twitter com roctphtwug,0
1800,si gojekindonesia emang bener bener emang napa si kalo perkedel shombonx u tambah kalo juru masak ngelihat konten bisa sedih oiiii,0
1801,banyak cara kreatif buat iklan durhakeeeu kau gojekindonesia sama mamak mamak yg suka bekelin anak pake perkedel kentang,0
1802,apa nasi perkedel kentang jadi orang mah jangan sombong pinter syukur dibekelin nasi sama perkedel terimakasih kasih gratis ko malah pilih bayar gojekindonesia,0
1803,halo gojekindonesia kalau mau lapor tipu atas nama gojek mana terima kasih,0
1804,masa gabisa dipake bisa kan gb g,0
1805,lucu nih memang dgn perkedel kentang enak ya kalo buat mamah uda mana sehat ga ngeluarin duit hemat lah yg bener bener aja dong kalo bikin iklan gojekindonesia,0
1806,hayo ko,0
1807,makas gojekindonesia udah hasil nipu paket gb gb semua operator gb gb nyata guna cuma gb nya gb nya ga bisa guna mana miskin pic twitter com zvqpbwkh,0
1808,apa jadi driver gojekindonesia grabid kopdar pantai selatan waktu malam suro,0
1809,buka jasa gondong gojek gendong gojekindonesia,0
1810,min kemarin kan ikut mission order go food x dapet voucher sudah selesai missionnya min kok dapet hadiah saya suruh ikut mission yang sama gojekindonesia gojekindonesia gojekindonesia gojekindonesia pic twitter com nzvnmuetg,0
1811,hai syaiful bisa email gofoodpartners gojek com informasi lebih lanjut terima kasih yni,0
1812,cara complaint makan yg ga terima banyak tarik gopay gimana ngasih bintang driver kembali uang gojekindonesia,0
1813,kemenhub polantasid gojekindonesia divhumas polri kemkominfo baik segera tertib kemudi kendara roda online yg parkir tunggu tumpang jalan jalan raya baik jakarta maupun daerah ini sangat penting,0
1814,gojekindonesia min nomor tlp gofoodpartners apa,0
1815,hai rizka di informasi nomor tlp email screenshot kendala lalu dm terima kasih yni,0
1816,coyariska gojekindonesia pontaid mau tanya min seinget kmrn tukar go point point ponta kok d my voucher g muncul y trs point pontanya jg blm masuk,0
1817,pak goodbener aniesbaswedan taxi online jangan kebal ganjil genap akan sulit beda malah jadi masalah cc suaraanies gojekindonesia grabid https news detik com berita d taksionlinekebalganjilgenapterkendalaaturan,0
1818,perintah tarif ojek online gojekindonesia grabid mulai naik seluruh wilayah indonesia mulai september berapa naik tarif topnews http bit ly zfax pic twitter com sreczztev,0
1819,maki aja orang,0
1820,apa masalahe mba be,0
1821,wkwkwk makasih deh grabid awal ga kasih tau kalo quota ga bakal pake nyaranin org pake grab time to uninstall and you re losing your loyal customer btw pake gojekindonesia aja kalo gitu https twitter com grabid status pic twitter com txekyqr,0
1822,alhamdulilaah,0
1823,canda nanya gojekindonesia cara nge scan mbak gimana nga bisa soal pic twitter com gatvtnhyto,0
1824,hai intan laku tindaklanjut sila informasi nomor order anda keluh lalu dm terima kasih yun,0
1825,oiya bener banget sih kalo tempat banyak udah nunggu order gitu aku biasa pake grab most of the times dapet driver udah situ,0
1826,generasi muda indonesia dukung singkir jongos jamesriady agencmi sumaui lbh jakarta suarapapua bem unsoed bemundip bemkm ugm bemunair id bem umy bemumm em ubofficial bemunj official bem unpad bem its gojekindonesia ess tri mulyanii siswiindah https twitter com faalwii alwii status,0
1827,hai agung sila informasi nomor telepon email lalu dm terima kasih yun,0
1828,nah mirip om jokowi cetak jamesriady agencmi acak negeri dn operator nya edo agm wrt sty sby csis sumaui trisakti ukm official unklabgrads gojekindonesia metro tv fahiraidris beritasatu freewestpapua suarapapua ess bemundip mb uns uajy https twitter com detikinet status,0
1829,papua pesisir tuh sanak saudara pns keluarga tni polri klo gunung papua asli sumaui trisakti fahiraidris metro tv suarapapua freewestpapua ambon fm dutafm gojekindonesia gnataliepsi bem fhui fib unair bemfisipumm ekm ub mb uns bemfpikundip ess https twitter com mediaindonesia status,0
1830,kira cuman,0
1831,tau banget logat mana saya sering ngadepin kasir macem gin kalo belanja susaaaah banget senyum beli yg kita dijutekin,0
1832,hahahahah,0
1833,baik apabila milik kendala sila di informasi terima kasih yni,0
1834,min gajadi maaf ketemu email terimakasih,0
1835,papua tidur atas emas mandi minyak masak gas tpi rakyat hnya jual pisang pinang sirih rezim perintah benar penjjah sumaui fahiraidris suarapapua metro tv unklabgrads freewestpapua bem fhui gojekindonesia grabid bem unsoed bemundip ambon fm https twitter com k l bn status,0
1836,sama smga lekas ketemu utuh,0
1837,daerah mana ni gan,0
1838,terimakasih sdh bantu tag mbak,0
1839,eh tunanetra ga baca gimana tau kalo gratis,0
1840,tiap hari transportasi ak kmna aj ojol byk bgt aku temu ojol mulai dr yng baikkk bgtt smpe yng cuekx abis pagi dr ski byk ojol yng ak temu ak trsenyum tuhan titip org baik dmna pn ada gojekindonesia gojektech gojekin gojekjam pic twitter com jezwi,0
1841,syel z homemade yogurt real yogurt awet campur tanpa kental yuk bs lsg pesan promoagustus kopopermai jualyogurt yogurt bandung yoghurt minumansehat infokulinerbdg kulinerbdg pake gojekindonesia solusisehat pic twitter com gwuird,0
1842,hai rizta laku kece sila informasi nomor order anda keluh screenshot voucher anda maksud lalu dm terima kasih yun,0
1843,oala baru tau aku gitu wkwkwk makas mbak yun d,0
1844,hai jaka informasi tarif tera masuk biaya tol bisa laku bayar tol cara cash terima kasih yun,0
1845,amin yarobal alamin,0
1846,ohh masalah kalo kayak order grabfood ga kasih tips lewat aplikasi beda dgn kalo order ojeg nya ketemu driver pas anter nah kalo pas kantor kadang mager jadi titip security diusahain terima sendiri sih biar kasih tips coba grabid fasilitas,0
1847,muka om jokowi gak pantes jadi presiden anak muda indonesia pingkal pingkal lihat om bicara bhs inggris mhs pemuda papua pimpin krempeng sekali gebuk ko it sumaui suarapapua freewestpapua ambon fm dutafm misezbali cassanovabali gojekindonesia https twitter com arulbaex status,0
1848,hai sila informasi nomor telepon email alas hapus akun lalu dm terima kasih yun,0
1849,siapa power belakang om jokowi imigrasi jawa dr lamongan dah pulang takut ngumpet jokowi hrs ganti rugi ninggalin harta monokwari fahiraidris ais lmg wirofm lamongan pak jk metro tv gojekindonesia grabid ess bemunair id https twitter com idtodaydotco status,0
1850,rt businesstimes amazon in talks to invest in gojekindonesia http bit ly lkhflr,0
1851,hai laku kece sila informasi nomor order detail kronologi lalu dm terima kasih yun,0
1852,gw cari type mhs indonesia ketemu rt yg di mhs papua sumaui bui adkesma km itb bemkm ugm bemundip bemunair id em ubofficial bemumm bem its bem umy bem unpad bem unsoed bemunj official bem polinema bem pkj gojekindonesia fahiraidris https twitter com w runturambi status,0
1853,hai depin kait tanya keluh kena paylater sila kirim email support findaya com terima kasih yun,0
1854,min cek dm,0
1855,udh ku dm min,0
1856,hai dhimas mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon yang daftar screenshot kendala lalu dm tks fzy,0
1857,terimakasih sdh bantu tag,0
1858,gojekindonesia segera aktif akun mitra driver sebut masuk usak anak bangsa mcdonalds segera proses staf itu sungguh tak layak jadi dari layan anda https twitter com okezonenews status,0
1859,gojekindonesia segera aktif akun mitra driver sebut masuk usak anak bangsa mcdonalds segera proses staf itu sungguh tak layak jadi dari layan anda,0
1860,kalo car bimbing driverganjil,0
1861,akhir jam liat rewards left ini nama bohong publik strategi marketing nyesel bgt deh mending pindah platform bikin anak bangsa gojekindonesia,0
1862,lawann chinaa pic twitter com nayxqehnb,0
1863,kya engga asing tempat,0
1864,he s proving point as he selling off asset yes weak people make stupid comments not a good guy imo and what i said was sell weyl nothing coming,0
1865,niat maksud hati ken iklan yaa gofood ohh gojekindonesia emang knapa perkedel kentang,0
1866,so seller is now in distress and no longer to prove a point to ceo weyl,0
1867,promonya lumayan doi makanya penuh terus pic twitter com eettplv,0
1868,masuk pak eko,0
1869,nyata orgnya tidur ngeselin emg,0
1870,iya malah gue sering liat anteraja yg polet pink penuh terus paket nya,0
1871,amin,0
1872,manusia najis hargadiri tara sama makan terus aja jadi tipu,0
1873,iya paling ujung a daftar grab moga rame bang gokil a pada amieeen,0
1874,mungkin x jam kali ye jadi aku rasa lama gitu mungkin depan lebih cepet,0
1875,respect sama bapak jalan lancar buka order semangat pak lancar rezeki,0
1876,iya bang klo dah jadi akun gokil udah permanen gak mutasi jadi akun go ride temen udah nyoba soal,0
